DP
810,595,36.479786,48.350079,1763.800537
810,633,34.380352,49.003986,1684.774292
810,671,32.170349,49.942093,1606.654541
810,709,30.490208,51.404926,1567.346802
810,747,29.043854,52.770119,1532.647583
810,785,27.709949,54.449100,1508.781860
810,823,26.328638,56.377705,1484.348267
810,861,25.175701,57.878986,1457.144043
810,899,24.103285,60.142315,1449.627319
810,937,23.192539,62.674736,1453.586304
810,975,22.322353,65.338936,1458.518799
810,1013,21.384712,68.709984,1469.343262
810,1050,20.849590,71.762306,1496.214600
810,1088,20.058884,76.200699,1528.500854
810,1126,19.317623,82.399841,1591.769043
810,1164,19.138798,84.849426,1623.915894
3505,595,36.493755,88.285622,3221.873779
3505,633,34.345314,89.156601,3062.111328
3505,671,32.445801,90.107498,2923.609863
3505,709,30.735218,91.006500,2797.104736
3505,747,29.202883,91.871124,2682.901611
3505,785,27.815046,92.760254,2580.130859
3505,823,26.426334,93.750885,2477.492188
3505,861,25.283096,94.607239,2391.963867
3505,899,24.210453,95.558945,2313.525391
3505,937,23.246220,96.454926,2242.212402
3505,975,22.356913,97.384392,2177.214355
3505,1013,21.508274,100.227364,2155.717529
3505,1050,20.865343,103.241417,2154.167725
3505,1088,20.074219,108.357704,2175.196289
3505,1126,19.338770,114.964401,2223.270020
3505,1164,19.148727,117.307892,2246.296631
DRAM
810,595,12.841760,58.908054,756.483093
810,633,12.788040,59.295418,758.272156
810,671,12.777356,59.896313,765.316528
810,709,12.769979,61.034374,779.407654
810,747,12.756691,62.033379,791.340637
810,785,12.764481,63.284496,807.793701
810,823,12.774586,64.768311,827.388367
810,861,12.779238,65.878510,841.877136
810,899,12.783120,67.438446,862.073730
810,937,12.785714,69.708244,891.269653
810,975,12.781423,71.541016,914.395996
810,1013,12.783882,74.205223,948.630798
810,1050,12.786478,77.024765,984.875488
810,1088,12.787925,80.381126,1027.907837
810,1126,12.789277,85.468689,1093.082764
810,1164,12.787828,87.874756,1123.727295
3505,595,6.177203,115.723015,714.844543
3505,633,5.959110,116.722198,695.560425
3505,671,5.575590,118.563728,661.062744
3505,709,5.245370,120.639595,632.799377
3505,747,4.940636,123.226631,608.817871
3505,785,4.680470,124.991814,585.020508
3505,823,4.441384,127.454880,566.076111
3505,861,4.230824,129.532852,548.030701
3505,899,4.039274,130.379730,526.639465
3505,937,3.859042,133.284729,514.351379
3505,975,3.698373,136.048294,503.157379
3505,1013,3.614347,138.510666,500.625519
3505,1050,3.600101,142.758438,513.944763
3505,1088,3.588343,149.246155,535.546387
3505,1126,3.576670,155.226181,555.192749
3505,1164,3.571881,156.906067,560.449829
INT
810,595,14.644834,60.236988,882.160706
810,633,13.701338,61.610226,844.142517
810,671,12.900949,63.915825,824.574829
810,709,12.211143,66.626724,813.588440
810,747,11.601516,69.415619,805.326416
810,785,11.125063,72.558937,807.222717
810,823,10.608548,76.278587,809.205017
810,861,10.131917,79.185265,802.298523
810,899,9.671532,83.385521,806.465698
810,937,9.335500,87.376221,815.700684
810,975,8.962147,92.458466,828.626282
810,1013,8.595076,98.569000,847.207947
810,1050,8.335594,103.696449,864.371460
810,1088,8.049440,111.449638,897.107239
810,1126,7.769061,121.493858,943.893188
810,1164,7.650009,125.223755,957.962891
3505,595,14.675670,106.390259,1561.348267
3505,633,13.779856,108.319229,1492.623291
3505,671,13.025578,109.919006,1431.758545
3505,709,12.347755,111.935219,1382.148804
3505,747,11.733566,114.112091,1338.941772
3505,785,11.159883,116.045532,1295.054565
3505,823,10.633874,117.952568,1254.292725
3505,861,10.187694,119.518227,1217.614990
3505,899,9.744797,121.026993,1179.383423
3505,937,9.344091,123.199196,1151.184570
3505,975,8.977099,125.536613,1126.954712
3505,1013,8.630774,130.153320,1123.323853
3505,1050,8.347097,136.161163,1136.550537
3505,1088,8.056433,145.054825,1168.624390
3505,1126,7.772809,154.270691,1199.116577
3505,1164,7.656135,158.815155,1215.910278
L2
810,595,5.378593,69.229935,372.359650
810,633,5.060207,71.395340,361.275238
810,671,4.796897,74.168312,355.777802
810,709,4.497478,78.020012,350.893250
810,747,4.278139,81.171036,347.260986
810,785,4.083798,86.058296,351.444702
810,823,3.893877,90.257050,351.449860
810,861,3.720562,94.633202,352.088684
810,899,3.561869,100.017998,356.251007
