2dconvolution
810,595,19.924791,81.772720,1629.304321
810,633,18.863596,84.005379,1584.643555
810,671,18.104084,86.609108,1567.978516
810,709,17.600637,89.149231,1569.083252
810,747,17.404507,91.589279,1594.066162
810,785,17.380045,94.056847,1634.712280
810,823,17.369478,96.651237,1678.781616
810,861,17.363600,98.540749,1711.022095
810,899,17.359972,101.161446,1756.159912
810,937,17.351892,104.290886,1809.644287
810,975,17.333214,107.981201,1871.661133
810,1013,17.325207,112.704216,1952.623901
810,1050,17.323534,117.356125,2033.022705
810,1088,17.319372,123.580605,2140.338623
810,1126,17.316801,132.053757,2286.748535
810,1164,17.314648,135.245102,2341.721436
3505,595,19.185743,130.202301,2498.028076
3505,633,18.316990,132.865479,2433.695557
3505,671,17.370722,135.687119,2356.983398
3505,709,16.398046,139.109497,2281.124023
3505,747,15.584749,142.168793,2215.665039
3505,785,14.872704,145.086029,2157.821533
3505,823,14.203012,148.233154,2105.357422
3505,861,13.587394,151.752304,2061.918213
3505,899,13.016794,154.759735,2014.475586
3505,937,12.512050,157.906403,1975.732788
3505,975,12.064959,160.617172,1937.839600
3505,1013,11.622911,167.794647,1950.262329
3505,1050,11.231867,177.935379,1998.546509
3505,1088,10.853668,188.646011,2047.501221
3505,1126,10.538992,201.326401,2121.777344
3505,1164,10.421206,206.042496,2147.211426
2mm
810,595,22.513355,82.928413,1866.996826
810,633,21.377689,85.457619,1826.886475
810,671,20.610277,88.391701,1821.777466
810,709,19.684853,92.160561,1814.167114
810,747,18.974987,96.472084,1830.556519
810,785,18.370459,100.746414,1850.757812
810,823,17.857563,104.115082,1859.241577
810,861,17.387396,108.593567,1888.159424
810,899,16.956230,113.691742,1927.783325
810,937,16.556444,118.713936,1965.480591
810,975,16.207937,125.219421,2029.548584
810,1013,15.835951,131.925430,2089.164551
810,1050,15.550721,137.928711,2144.890869
810,1088,15.269289,147.031097,2245.060303
810,1126,15.004406,156.827576,2353.104736
810,1164,14.904380,162.912994,2428.117188
3505,595,21.970476,133.585876,2934.945312
3505,633,20.787870,136.795517,2843.687500
3505,671,19.533739,140.196472,2738.561279
3505,709,18.539606,143.530655,2661.001709
3505,747,17.680872,147.141434,2601.588623
3505,785,16.857620,150.390930,2535.233398
3505,823,16.106499,154.088409,2481.824707
3505,861,15.371212,157.690552,2423.894775
3505,899,14.736269,160.892242,2370.951172
3505,937,14.165534,164.591476,2331.526123
3505,975,13.622486,168.038651,2289.104248
3505,1013,13.118810,175.372879,2300.683350
3505,1050,12.667552,185.323013,2347.588867
3505,1088,12.234349,198.139969,2424.113770
3505,1126,11.820020,211.691269,2502.194824
3505,1164,11.684565,217.295593,2539.004395
3mm
810,595,8.076665,73.309441,592.095825
810,633,7.650061,75.078644,574.356201
810,671,7.307423,77.680145,567.641724
810,709,6.940133,81.600456,566.317993
810,747,6.655633,84.972900,565.548401
810,785,6.394714,89.176262,570.256653
810,823,6.122188,93.135208,570.191223
810,861,5.880696,98.413055,578.737244
810,899,5.715309,103.229179,589.986694
810,937,5.516665,108.469582,598.390320
810,975,5.365698,114.950508,616.789673
810,1013,5.178445,122.967583,636.780823
810,1050,5.046979,129.213623,652.138428
810,1088,4.902987,139.422668,683.587463
810,1126,4.806953,149.142212,716.919678
810,1164,4.760732,156.914291,747.026855
3505,595,7.749233,125.090179,969.352966
3505,633,7.395529,127.502510,942.948547
3505,671,6.998717,130.565674,913.792236
3505,709,6.623233,133.227112,882.394226
3505,747,6.291989,136.114838,856.433044
3505,785,5.992160,139.152252,833.822510
3505,823,5.708236,142.156769,811.464355
3505,861,5.461145,145.926987,796.928528
3505,899,5.233108,147.787476,773.387817
3505,937,5.024614,151.459610,761.026123
3505,975,4.830129,154.957565,748.465027
3505,1013,4.642099,161.539932,749.884399
3505,1050,4.491487,170.091843,763.965271
3505,1088,4.335837,180.703644,783.501648
3505,1126,4.207644,194.352631,817.766785
3505,1164,4.153345,198.907257,826.130493
blackscholes
810,595,9.864179,72.759689,717.714600
810,633,9.866790,72.881737,719.108765
810,671,9.867582,73.881142,729.028198
810,709,9.862453,75.785088,747.426819
810,747,9.855675,77.225189,761.106323
810,785,9.860744,78.959641,778.600708
810,823,9.869016,80.944054,798.838135
810,861,9.868453,82.503166,814.178650
810,899,9.870094,84.819374,837.175232
810,937,9.869420,87.793747,866.473328
810,975,9.864413,90.410744,891.848938
810,1013,9.864165,94.104767,928.264954
810,1050,9.865280,97.562241,962.478821
810,1088,9.864516,102.625488,1012.350830
810,1126,9.863781,108.776459,1072.947144
810,1164,9.863643,111.944458,1104.180176
3505,595,4.078451,150.083908,612.109802
3505,633,3.940573,151.343140,596.378601
3505,671,3.691713,156.997696,579.590515
